promise_id,promise_text,source,text
P1,"To make all activities connected with procurements, developmental and infrastructural activities and recruitments transparent and accountable.",news,Congress releases its manifesto for Karnataka polls - Oneindia
P2,To fill up approved vacancies in all Government Departments with in one year.,news,"Govt. set to kick-start recruitment process for 56,432 posts - The Hindu"
P2,To fill up approved vacancies in all Government Departments with in one year.,news,Explained: Why are Karnataka’s job aspirants protesting? - The News Minute
P2,To fill up approved vacancies in all Government Departments with in one year.,news,"Karnataka’s 2.5 lakh vacancies expose fiscal strain, legal hurdles and rising youth anger - The New Indian Express"
P2,To fill up approved vacancies in all Government Departments with in one year.,news,Labour and Service Law in 2025: Landmark Reforms and Defining Judgments - SCC Online
P2,To fill up approved vacancies in all Government Departments with in one year.,news,"Pradhan Mantri Awas Yojana 2026: Beneficiaries, online, offline application - housing.com"
P3,To Sympathetically consider extension of OPS to the pensionable government employees who joined service since 2006,news,Congress releases its manifesto for Karnataka polls - Oneindia
P3,To Sympathetically consider extension of OPS to the pensionable government employees who joined service since 2006,news,"Decoding the fine print of pension schemes: What's good, bad, avoidable - Business Standard"
P3,To Sympathetically consider extension of OPS to the pensionable government employees who joined service since 2006,news,Karnataka elections: Here's what all Congress has promised in its manifesto - Business Standard
P4,To regularize the services of the presently working in source employees under,news,Labour and Service Law in 2025: Landmark Reforms and Defining Judgments - SCC Online
P4,To regularize the services of the presently working in source employees under,news,"All you need to know about Karnataka’s draft Bill on domestic workers, now open for public feedback - The Indian Express"
P4,To regularize the services of the presently working in source employees under,news,"Karnataka proposes law to fix minimum wage, work hours for domestic workers - The Hindu"
P4,To regularize the services of the presently working in source employees under,news,Bills & Acts - PRSIndia
P4,To regularize the services of the presently working in source employees under,news,Karnataka high court directs regularisation of services for contract workers in Mangaluru city corporatio - The Times of India
P5,Health & Family Welfare Department on the lines of the actions being taken by the Congress Governments of Rajasthan and Himachalhal Pradesh,news,Gehlot accuses Rajasthan government of dismantling health model with neglect - The Hindu
P5,Health & Family Welfare Department on the lines of the actions being taken by the Congress Governments of Rajasthan and Himachalhal Pradesh,news,What happened to Perez Hilton? YouTuber reveals serious health scare that led to hospital stay and surger - The Times of India
P5,Health & Family Welfare Department on the lines of the actions being taken by the Congress Governments of Rajasthan and Himachalhal Pradesh,news,Closing the women’s health gap: 5 key focus areas and why they need more research - The World Economic Forum
P5,Health & Family Welfare Department on the lines of the actions being taken by the Congress Governments of Rajasthan and Himachalhal Pradesh,news,"FM Sitharaman says health insurance is a priority, aims universal coverage by 2033 - Upstox"
P5,Health & Family Welfare Department on the lines of the actions being taken by the Congress Governments of Rajasthan and Himachalhal Pradesh,news,"‘What are the noticeable physical signs that your insulin resistance is improving, such as changes in skin or weight?’ - The Indian Express"
P7,"To give benefits to Increase monthly salary of Anganwadi Workers from to Rs. 11,500 to Rs. 15,000/ - and retirement benefit of Rs. 3 Lakhs on premature death or retirement",news,Congress releases its manifesto for Karnataka polls - Oneindia
P8,"To give benefits to Mini Anganwadi workers from to Rs. 7,500 to Rs.10,000 and retirement benefit of Rs. 2 Lakhs on premature death or retirement",news,Congress releases its manifesto for Karnataka polls - Oneindia
P9,"To provide ASHA workers with a fixed monthly honorarium of Rs. 5,000/- to Rs. 8,000/-",news,"Unpaid for SC/ST census, Karnataka teachers & ASHA workers fear repeat with OBC survey - The Times of India"
P9,"To provide ASHA workers with a fixed monthly honorarium of Rs. 5,000/- to Rs. 8,000/-",news,"Karnataka seeks GST revenue protection, more tobacco excise duty sharing from Centre - The Economic Times"
P9,"To provide ASHA workers with a fixed monthly honorarium of Rs. 5,000/- to Rs. 8,000/-",news,Karnataka's finances to come under strain as demand for more schemes pour in - The New Indian Express
P9,"To provide ASHA workers with a fixed monthly honorarium of Rs. 5,000/- to Rs. 8,000/-",news,Sops galore by Nitish Kumar ahead of Bihar elections - The Sunday Guardian
P9,"To provide ASHA workers with a fixed monthly honorarium of Rs. 5,000/- to Rs. 8,000/-",news,"Will Nitish Kumar upset the Grand Alliance’s political equation?: 10 big announcements made in 2 months, di... - Bhaskar English"
P10,"Toenhance honorarium to Midday Meal Cooks from Rs.3,600 to Rs.6,000/-",news,Congress releases its manifesto for Karnataka polls - Oneindia
P11,"To abolish corruption in public works and to create a transparent tender systems in PWD, Rural Development, Irrigation, Urban Development and Power sector by enacting a special law to punish the perpetrators of corruption.",news,Congress releases its manifesto for Karnataka polls - Oneindia
P12,"To ensure that the works begin within 90 days of the issue of the work order, get the work completed within the time specified in the contract and settle the bills of the contractors within the time-frame of contractual agreement.",news,"India’s Labour Reforms: Simplification, Security, and Sustainable Growth - पीआईबी"
P12,"To ensure that the works begin within 90 days of the issue of the work order, get the work completed within the time specified in the contract and settle the bills of the contractors within the time-frame of contractual agreement.",news,Summary of Landmark Judgments on Government Contracts and Tenders by the Supreme Court in 2024 (Part I of II) - SCC Online
P12,"To ensure that the works begin within 90 days of the issue of the work order, get the work completed within the time specified in the contract and settle the bills of the contractors within the time-frame of contractual agreement.",news,California Mandates Important New Rules for Private Construction Projects - Jones Day
P12,"To ensure that the works begin within 90 days of the issue of the work order, get the work completed within the time specified in the contract and settle the bills of the contractors within the time-frame of contractual agreement.",news,The federal government is still shut down. Here's what that means across the country - NPR
P12,"To ensure that the works begin within 90 days of the issue of the work order, get the work completed within the time specified in the contract and settle the bills of the contractors within the time-frame of contractual agreement.",news,New Labour Codes Modernizing India’s MSME Ecosystem - पीआईबी
P13,To increase recruitment of women in Police Force to 33% of the total strength with at least 1% reservation for Gender Minorities.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P14,To provide special allowance of Rs 5000 per month to police officials on night duty and one month's extra pay per year.,news,You may have to sign formal contracts with household helps - The Times of India
P14,To provide special allowance of Rs 5000 per month to police officials on night duty and one month's extra pay per year.,news,Cong. promises investment of ₹1.5 lakh crore over five years to complete irrigation projects - The Hindu
P14,To provide special allowance of Rs 5000 per month to police officials on night duty and one month's extra pay per year.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P14,To provide special allowance of Rs 5000 per month to police officials on night duty and one month's extra pay per year.,news,"Karnataka: Congress releases manifesto, promises action against Bajrang Dal, PFI - Deccan Chronicle"
P14,To provide special allowance of Rs 5000 per month to police officials on night duty and one month's extra pay per year.,news,Maharashtra cabinet nod for OPS to state employees who joined service after November 2005 - The Times of India
P15,To provide housing to all the police personnel within five years.,news,Home Minister inaugurates newly constructed police quarters in Suntikoppa - The Hindu
P15,To provide housing to all the police personnel within five years.,news,"Law but no order: Karnataka suspends 236 'dirty' cops, 42 face criminal cases; Bengaluru sleuths top list - The Times of India"
P15,To provide housing to all the police personnel within five years.,news,"Karnataka Police is among the best in the country,and he feels proud of its strength and discipline says:Parameshwara - Country and Politics"
P15,To provide housing to all the police personnel within five years.,news,Telangana government urged to set up a guest house in Tirumala - The Hindu
P15,To provide housing to all the police personnel within five years.,news,"'Body dried, reduced to skeletal frame': Rtd railway employee, daughter confined, starved by servant coup - The Times of India"
P16,To establish a seed fund of Rs.200 crores to create infrastructure in Cyber Crimes and financial investigations.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P17,To set up a dedicated fund of Rs 2000 crore to modernise all the existing courts of the state.,news,"Union Budget 2026-27, Highlights and Economic Impact - IBEF"
P17,To set up a dedicated fund of Rs 2000 crore to modernise all the existing courts of the state.,news,Union Budget 2026: Full text of Nirmala Sitharaman's speech; download PDF - The Times of India
P17,To set up a dedicated fund of Rs 2000 crore to modernise all the existing courts of the state.,news,Union Budget 2026 Speech PDF Download: FM Nirmala Sitharaman’s full budget text - The Economic Times
P17,To set up a dedicated fund of Rs 2000 crore to modernise all the existing courts of the state.,news,Key Highlights Of Union Budget 2026-27 - A2Z Taxcorp LLP
P17,To set up a dedicated fund of Rs 2000 crore to modernise all the existing courts of the state.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P18,To reduce registration fee concerning Gift & Will on landed property within the family .,news,Stamp duty and land registration charges in Tamil Nadu 2025 - housing.com
P18,To reduce registration fee concerning Gift & Will on landed property within the family .,news,"GST on Gold in India 2026: GST Rate on Gold Purchase, Jewellery, Coins and Bar - ClearTax"
P18,To reduce registration fee concerning Gift & Will on landed property within the family .,news,Stamp duty and registration charges in West Bengal 2025 - housing.com
P18,To reduce registration fee concerning Gift & Will on landed property within the family .,news,"GST on Silver 2026: Tax Rates, HSN Code and Calculation - ClearTax"
P18,To reduce registration fee concerning Gift & Will on landed property within the family .,news,Govt's new year changes: How they'll affect your wallet - 1News
P19,"The Congress Party is committed to take firm and decisive action against individuals and organisations spreading hatred amongst communities on grounds of caste or religion. We believe that law and Constitution is sacrosanct and can not be violated by individuals and Organisations like Bajrang Dal, PFI or others promoting enmity or hatred, whether among majority or minority communities. We will take decisive action as per law including imposing a ban on any such organisations. Regional and Rural Development",news,"Congress manifesto promises action against Bajrang Dal, PFI for hate politics - The News Minute"
P19,"The Congress Party is committed to take firm and decisive action against individuals and organisations spreading hatred amongst communities on grounds of caste or religion. We believe that law and Constitution is sacrosanct and can not be violated by individuals and Organisations like Bajrang Dal, PFI or others promoting enmity or hatred, whether among majority or minority communities. We will take decisive action as per law including imposing a ban on any such organisations. Regional and Rural Development",news,"Congress promises ""decisive action"" against Bajrang Dal, PFI in its Karnataka election manifesto - Metro Vaartha"
P19,"The Congress Party is committed to take firm and decisive action against individuals and organisations spreading hatred amongst communities on grounds of caste or religion. We believe that law and Constitution is sacrosanct and can not be violated by individuals and Organisations like Bajrang Dal, PFI or others promoting enmity or hatred, whether among majority or minority communities. We will take decisive action as per law including imposing a ban on any such organisations. Regional and Rural Development",news,"Congress Cites Bajrang Dal, PFI In Karnataka Promise To Act Against Hatred - NDTV"
P19,"The Congress Party is committed to take firm and decisive action against individuals and organisations spreading hatred amongst communities on grounds of caste or religion. We believe that law and Constitution is sacrosanct and can not be violated by individuals and Organisations like Bajrang Dal, PFI or others promoting enmity or hatred, whether among majority or minority communities. We will take decisive action as per law including imposing a ban on any such organisations. Regional and Rural Development",news,CM Yogi Adityanath accuses Congress of attempting to 'make mockery' of Hindu faith by proposing to ban Bajrang Dal - The Hindu
P19,"The Congress Party is committed to take firm and decisive action against individuals and organisations spreading hatred amongst communities on grounds of caste or religion. We believe that law and Constitution is sacrosanct and can not be violated by individuals and Organisations like Bajrang Dal, PFI or others promoting enmity or hatred, whether among majority or minority communities. We will take decisive action as per law including imposing a ban on any such organisations. Regional and Rural Development",news,"Karnataka polls: Congress to ban Bajrang Dal, PFI if voted to power - The New Indian Express"
P20,To set up high-speed WiFi hotspots in every Panchayath.,news,Government of Karnataka launches 100 free Wi-Fi hotspots - varindia.com
P20,To set up high-speed WiFi hotspots in every Panchayath.,news,"Karnataka govt to launch Wi-Fi services in all gram panchayats, aid rural entrepreneurs - Entrackr"
P20,To set up high-speed WiFi hotspots in every Panchayath.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P21,"Mahatma Gandhi Gram Swaraj Scheme - To invest Rs. 50 thousand crores in five years to improve facilities in villages, to provide clean drinking water, sanitation, basic education, health and all weather roads.",news,Congress releases its manifesto for Karnataka polls - Oneindia
P21,"Mahatma Gandhi Gram Swaraj Scheme - To invest Rs. 50 thousand crores in five years to improve facilities in villages, to provide clean drinking water, sanitation, basic education, health and all weather roads.",news,Highlights of the Budget 2024-25 Budget of Jammu and Kashmir for FY 2024-25 - Rising Kashmir
P22,To extend Bengaluru's TenderSURE road model to cities with a population more than 10 Lakh.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P23,"To take up construction of apartments with all facilities, regularise all slums, provide them title deeds and re name the slums as Shramika Vasathi Samuchhaya",news,Congress releases its manifesto for Karnataka polls - Oneindia
P24,"To amend Karnataka Apartment Ownership Act, 1972 to provide for conveyance of property and land to group of owners.",news,"DKS pitches Apartment Bill, seeks apartment residents’ support in GBA polls - The Hindu"
P24,"To amend Karnataka Apartment Ownership Act, 1972 to provide for conveyance of property and land to group of owners.",news,Uncertainty set to end? Draft of new apartment law in Karnataka nearly ready - The Times of India
P24,"To amend Karnataka Apartment Ownership Act, 1972 to provide for conveyance of property and land to group of owners.",news,Karnataka High Court Quashes Registrar’s Order Against Apartment Association: “Maintenance Charges Must - Raw Law
P24,"To amend Karnataka Apartment Ownership Act, 1972 to provide for conveyance of property and land to group of owners.",news,Caught in limbo: Homebuyers push Karnataka government to notify new apartment Act - The Times of India
P24,"To amend Karnataka Apartment Ownership Act, 1972 to provide for conveyance of property and land to group of owners.",news,Apartment regulation laws in Karnataka: Why we need urgent reforms - Citizen Matters
P25,To frame rules to double the FAR for buildings in II tier cities to enterprises which generate employment.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P26,"Krishi Sarvodaya Nidhi - To allocate Rs. 1.50 lakh crores in five years for modernization of agriculture, subsidy, loan and insurance.",news,Congress releases its manifesto for Karnataka polls - Oneindia
P28,To increase interest free soft loans to the farmers from Rs. 3 lakhs to 10 lakhs and with minimum interest of 3% upto Rs. 15 lakhs and to reimburse the differential interest by Government.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P28,To increase interest free soft loans to the farmers from Rs. 3 lakhs to 10 lakhs and with minimum interest of 3% upto Rs. 15 lakhs and to reimburse the differential interest by Government.,news,Examining the BJP and Congress manifestos in Karnataka: A comparative look - The Indian Express
P29,To promote Agro based village industries run by rural women by investing Rs.200 crores.,news,"Union Budget 2026-27, Highlights and Economic Impact - IBEF"
P29,To promote Agro based village industries run by rural women by investing Rs.200 crores.,news,Union Budget 2026: Full text of Nirmala Sitharaman's speech; download PDF - The Times of India
P29,To promote Agro based village industries run by rural women by investing Rs.200 crores.,news,Karnataka Budget 2025: Key takeaways - Deccan Herald
P29,To promote Agro based village industries run by rural women by investing Rs.200 crores.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P29,To promote Agro based village industries run by rural women by investing Rs.200 crores.,news,Top 100 Companies for CSR and Sustainability in 2024 - The CSR Journal
P30,To repeal the anti farmer laws enacted by BJP Government and to withdraw all politically motivated cases against farmers.,news,Karnataka’s Siddaramaiah govt and the illusions of social justice in a fascist era - The News Minute
P30,To repeal the anti farmer laws enacted by BJP Government and to withdraw all politically motivated cases against farmers.,news,"India: Government Policies, Actions Target Minorities - Human Rights Watch"
P30,To repeal the anti farmer laws enacted by BJP Government and to withdraw all politically motivated cases against farmers.,news,Congress not walking the talk on repealing Karnataka anti-cow slaughter law - Frontline Magazine
P30,To repeal the anti farmer laws enacted by BJP Government and to withdraw all politically motivated cases against farmers.,news,Draft Political Resolution for 23rd Congress - Peoples Democracy
P30,To repeal the anti farmer laws enacted by BJP Government and to withdraw all politically motivated cases against farmers.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P31,Savayava Saradaara Yojane to promote Organic farming investing Rs.2500 crores in five years.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P32,"Anew development board ""Negila Tuditha"" with seed money of Rs.500 crores. to focus on landless agricultural labourers and tenant farmers.",news,Congress releases its manifesto for Karnataka polls - Oneindia
P33,Jala Chethana Andolana - 100% subsidy to drip and sprinkler irrigation,news,Congress releases its manifesto for Karnataka polls - Oneindia
P35,To form self-help group for rural agriculturist women and provide Rs.3 lakhs interest free revolving loan.,news,Lakhpati Didi initiative: How women entrepreneurs are transforming Uttar Pradesh’s economy - The Times of India
P35,To form self-help group for rural agriculturist women and provide Rs.3 lakhs interest free revolving loan.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P35,To form self-help group for rural agriculturist women and provide Rs.3 lakhs interest free revolving loan.,news,Overview of Karnataka Budget 2023-24 - NammaKPSC
P36,To create Prakruthi Vikopa Nidhi - a permanent fund - by creating an initial corpus fund of Rs.5000 crores.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P37,To offer reasonable compensation during drought and famine situations for the loss of agricultural produce. To postpone the recovery of distressed loans and waive complete interest,news,Congress releases its manifesto for Karnataka polls - Oneindia
P38,To provide possession certificates to the famers of Malnad.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P39,To establish an Agriculture Price Commission in each revenue division.,news,₹243.52 crore interim crop insurance relief released to 2.9 lakh farmers in Kalaburagi - The Hindu
P39,To establish an Agriculture Price Commission in each revenue division.,news,"Karnataka Budget 2026–27 puts focus on welfare, infrastructure and development - The South First"
P39,To establish an Agriculture Price Commission in each revenue division.,news,Ministry of Finance Year Ender 2025: Department of Expenditure - पीआईबी
P39,To establish an Agriculture Price Commission in each revenue division.,news,Farmers push for debt relief commission as rains wipe out crops across Karnataka - The Times of India
P39,To establish an Agriculture Price Commission in each revenue division.,news,Stamp duty in Kerala: Know land registration charges in 2025 - housing.com
P42,To create a brand for Coffee in Karnataka.,news,"Incessant rains may bring India’s coffee output down by 30,000 tonnes: KPA - The Hindu"
P42,To create a brand for Coffee in Karnataka.,news,Karnataka government announces 'Akka Cafe': All you need to know about the initiative - MSN
P42,To create a brand for Coffee in Karnataka.,news,Left wing student organisations slam govt for ordering closure of state-run schools - Indiatimes
P42,To create a brand for Coffee in Karnataka.,news,Dairy Dream: Nandini's journey of rural revival - The Caravan
P42,To create a brand for Coffee in Karnataka.,news,Karnataka State Incentives Prove Highly Popular for Foreign Firms in India - India Briefing
P44,To provide Rs 3 lakh interest-free loans to all silk yarn reelers,news,Congress releases its manifesto for Karnataka polls - Oneindia
P45,To implement Ksheera Kranthi - Mission 1.5 Crore litres of milk production per day.,news,"Congress Karnataka manifesto highlights: Increase in quota ceiling, a whistleblower protection act & ban on groups spreading hate - The Indian Express"
P46,Pashu Bhagya - To give loans upto Rs.3 lakhs at zero interest to dairy farmers to purchase superior Cow/Buffalo breed.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P48,Ksheeradhare — To increase the per litre milk subsidy for all dairy farmers from Rs.5 to Rs.7/-.,news,"Karnataka Assembly elections: From BSY to Siddaramaiah, the land of milk and money - The Indian Express"
P49,Ksheera Kranti Credit Cards — To provide all dairy farmers with Ksheera,news,Congress releases its manifesto for Karnataka polls - Oneindia
P50,"Kranthi Credit Cards with a credit limit of Rs.50,000.",news,Congress releases its manifesto for Karnataka polls - Oneindia
P51,Runamuktha Kurigahi Yojane: To waive the Loan upto Rs | lakh of all sheep and goat rearing farmers.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P52,To purchase cow-dung @Rs.3/- per KG and establish compost/manure centers in villages involving rural women/Youth.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P52,To purchase cow-dung @Rs.3/- per KG and establish compost/manure centers in villages involving rural women/Youth.,news,Seven ingredients of the Congress' Karnataka magic recipe - The Economic Times
P52,To purchase cow-dung @Rs.3/- per KG and establish compost/manure centers in villages involving rural women/Youth.,news,"Rs 62,000 Crore Freebies: Congress win might cost Karnataka this much every year - The Economic Times"
P53,To provide interest-free loans to women to buy 2 cows or buffalos.,news,Rs 1 lakh interest-free loan for cattle rearers in Rajasthan: No CIBIL score needed; know the step-by-step ... - Bhaskar English
P53,To provide interest-free loans to women to buy 2 cows or buffalos.,news,"Despite growing climate risk, livestock insurance is out of women farmers’ reach - BehanBox"
P53,To provide interest-free loans to women to buy 2 cows or buffalos.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P53,To provide interest-free loans to women to buy 2 cows or buffalos.,news,"Karnataka budget 2025: CM Siddaramaiah allocates Rs 42,018 crore for SC/ST welfare - The News Minute"
P53,To provide interest-free loans to women to buy 2 cows or buffalos.,news,Exemption for agri land conversion for industries - The Times of India
P55,"""Matysa Sarvodaya Nidhi"" - To establish a Rs 5000 Crore fund to improve the fishing sector as a whole.",news,Congress releases its manifesto for Karnataka polls - Oneindia
P56,To provide interest-free loans of up to Rs 3 lakhs to fisherwomen.,news,₹100cr seafood park to be set up in Byndoor: Vaidya - The Times of India
P56,To provide interest-free loans of up to Rs 3 lakhs to fisherwomen.,news,Karnataka Budget 2023: Emphasis on Agricultural Growth and Advancing Infra Development - Krishi Jagran
P56,To provide interest-free loans of up to Rs 3 lakhs to fisherwomen.,news,Seafood park will come up at Baindoor: Karnataka Minister Vaidya - Deccan Herald
P56,To provide interest-free loans of up to Rs 3 lakhs to fisherwomen.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P56,To provide interest-free loans of up to Rs 3 lakhs to fisherwomen.,news,Karnataka Budget 2023 | Focus on agricultural growth and infrastructure development - CNBC TV18
P57,Matsya Bhagya — To provide 500 litres of tax-free diesel every year for deep sea fishing.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P60,To arrange dredging at the points of anchorages in the jetties/ports or places where the fishing boats are being anchored.,news,Congress releases its manifesto for Karnataka polls - Oneindia
P61,"""Matsya Ashraya Yojane"" - Ensure Housing to all economically disadvantaged fishermen.",news,Congress releases its manifesto for Karnataka polls - Oneindia
P63,To Spend Rs. 1.5 lakh crores for irrigation in the next 5 years (2023 to 2028).,news,"Budget 2025 Highlights: PDF Download, Key Takeaways and Important Points - ClearTax"
P63,To Spend Rs. 1.5 lakh crores for irrigation in the next 5 years (2023 to 2028).,news,"(01 Feb, 2025) - Drishti IAS"
P64,To pursue— and complete them within five years and provide budgetary support,news,"Scheduled Tribes finance body got just 2% of Rs 750 crore it sought from Centre, defunct in 6 states - ThePrint"
P64,To pursue— and complete them within five years and provide budgetary support,news,"Karnataka Budget proposes new hostels, minority residential schools and education support schemes - The Hindu"
P64,To pursue— and complete them within five years and provide budgetary support,news,INTERVIEW | ‘Nothing significant in CM Siddaramaiah’s budget’: Senior BJP leader M Chandrappa - The New Indian Express
P64,To pursue— and complete them within five years and provide budgetary support,news,4 out of 5 Bengaluru’s civic entities seek Rs 6600-crore budgetary support - The Times of India
P64,To pursue— and complete them within five years and provide budgetary support,news,Union Budget 2026 Speech PDF Download: FM Nirmala Sitharaman’s full budget text - The Economic Times
P68,Action willbe taken to obtain necessary clearances from the Union Government,news,Ease of Doing Business: India’s Ongoing Regulatory Transformation - पीआईबी
P68,Action willbe taken to obtain necessary clearances from the Union Government,news,"Inaction by Union government stalling irrigation projects, says CM - The Hindu"
P68,Action willbe taken to obtain necessary clearances from the Union Government,news,Validity of Retrospective Environmental Clearance - Supreme Court Observer
P68,Action willbe taken to obtain necessary clearances from the Union Government,news,Union Budget 2026: Full text of Nirmala Sitharaman's speech; download PDF - The Times of India
P68,Action willbe taken to obtain necessary clearances from the Union Government,news,"Government Notifies Brownfield Shipyard Expansion Rules: 6-Year Deadline, Online Clearance Process And Independent Monitoring Mandated - Swarajyamag"
P70,Rs 500 crore will be allocated in the first cabinet meeting,news,"Karnataka govt spent big on netas' cars, grand event for 2nd anniversary: Rs 3,357 crore supplementary bu - The Times of India"
P70,Rs 500 crore will be allocated in the first cabinet meeting,news,Karnataka replaces 5kg free rice under Anna Bhagya with nutritional food kits to cut costs - The New Indian Express
P70,Rs 500 crore will be allocated in the first cabinet meeting,news,"Rekha Gupta Unveils Historic Rs 1 Lakh Crore Budget For Delhi, Doubling Capital Expenditure To Boost Infra Development - Swarajyamag"
P70,Rs 500 crore will be allocated in the first cabinet meeting,news,Karnataka Budget 2025: Key takeaways - Deccan Herald
P70,Rs 500 crore will be allocated in the first cabinet meeting,news,Karnataka plans Rohith Vemula Bill to tackle caste discrimination on campuses: CM Siddaramaiah - The Economic Times
P72,"Priority will be given to drinking water, agriculture, and then to electricity generation",news,Drops of life: Karnataka likely to witness drinking water shortage this summer - The New Indian Express
P72,"Priority will be given to drinking water, agriculture, and then to electricity generation",news,Telangana govt shifts 29 lakh connections to third discom - The Times of India
P72,"Priority will be given to drinking water, agriculture, and then to electricity generation",news,Tamil Nadu parties spar over South Korean firm’s investment plan in A.P. - The Hindu
P72,"Priority will be given to drinking water, agriculture, and then to electricity generation",news,"How safe is Karnataka’s groundwater usage?Safe today, vulnerable tomorrow - The Times of India"
P72,"Priority will be given to drinking water, agriculture, and then to electricity generation",news,"Water crisis 2024: Bengaluru parched, but cities across India struggling too - Citizen Matters"
P73,Congress will ensure responsible and secure rehabilitation of project affected families,news,Karnataka Chief Minister says Kerala yet to respond to his offer for housing project for Wayanad landslide victims - The Hindu
P78,To provide start-up fund of Rs. 10 crores to each constituency.,news,INTERVIEW | ‘Nothing significant in CM Siddaramaiah’s budget’: Senior BJP leader M Chandrappa - The New Indian Express
P78,To provide start-up fund of Rs. 10 crores to each constituency.,news,"Banglar Yuva Sathi scheme: Over 2 lakh youth apply for Rs 1,500 monthly allowance on Day 1 - The Times of India"
P78,To provide start-up fund of Rs. 10 crores to each constituency.,news,"Cabinet approves Rs 2,296 crore grant
to boost Bengaluru infrastructure - The New Indian Express"
P78,To provide start-up fund of Rs. 10 crores to each constituency.,news,"Bengaluru Roads Funding Row: BJP Slams Rs 1,100 Cr Allocation Plan - Deccan Herald"
P78,To provide start-up fund of Rs. 10 crores to each constituency.,news,"Karnataka CM Siddaramaiah launches projects worth ₹1,107 crore for Varuna constituency - The Hindu"
P81,To offer SGST concessions to 2 wheeler and 3 wheeler electric vehicles within urban limits as pollution free Green mobility solution.,news,Karnataka elections: Congress manifesto aims to expand IT contribution to over 25% of state's GDP - Business Today
P83,"To create a Task Force to assist exporters in improving supply chains, market accessibility, and handholding for increasing exports.",news,India’s Leading Export Destinations: Trends and 2023 Outlook - India Briefing
P83,"To create a Task Force to assist exporters in improving supply chains, market accessibility, and handholding for increasing exports.",news,"Domestic Investment in India: Market Activity, Government Initiatives & Growth Prospects - IBEF"
P84,To offer Start up subsidy upto Rs. 25 lakhs and soft loan upto Rs. One crore @,news,PM Surya Ghar: Muft Bijli Yojana - पीआईबी
P84,To offer Start up subsidy upto Rs. 25 lakhs and soft loan upto Rs. One crore @,news,"Mudra Yojana: Types, Interest Rates, Objectives, Eligibility - ClearTax"
P84,To offer Start up subsidy upto Rs. 25 lakhs and soft loan upto Rs. One crore @,news,Karnataka Budget 2025: Key takeaways - Deccan Herald
P84,To offer Start up subsidy upto Rs. 25 lakhs and soft loan upto Rs. One crore @,news,Interim Budget 2024-2025 - Drishti IAS
P84,To offer Start up subsidy upto Rs. 25 lakhs and soft loan upto Rs. One crore @,news,How women-led startups can benefit from government and agency support to grow and scale - YourStory.com
P85,"To set up a Welfare Fund worth Rs. 1,000 Crore to provide low-interest loans for small traders and shopkeepers to help revive key sectors of the local economy",news,Manifesto - inc.in
P87,"To create a revolving fund of Rs. 5,000 crores for tourism development in the state.",news,U.P. Government presents over ₹9.12 lakh crore budget - The Hindu
P87,"To create a revolving fund of Rs. 5,000 crores for tourism development in the state.",news,"Odisha CM presents Rs 3.10 lakh crore Budget with focus on agriculture, health - The Hans India"
P87,"To create a revolving fund of Rs. 5,000 crores for tourism development in the state.",news,"At 1st-ever Himachal Day event in Pangi, chief minister Sukhvinder Sukhu rolls out development schemes; R - The Times of India"
P87,"To create a revolving fund of Rs. 5,000 crores for tourism development in the state.",news,Overview of Karnataka Budget 2023-24 - NammaKPSC
P87,"To create a revolving fund of Rs. 5,000 crores for tourism development in the state.",news,Kerala Budget 2024-25 | Budget fails to enthuse tourism sector - The Hindu
P89,To provide 6% interest subvention for loans up to Rs. 5 lakh for any infrastructural development by home-stay owners and to review the legal provisions. ,news,Why is now the perfect time for women to buy a house? - housing.com
P90,To give Industry Status to Hotels with more than 20 employees.,news,"LPG shortage: About 20% of hotel industry needs will be met daily with immediate effect, announces Karnataka Minister - The Hindu"
P90,To give Industry Status to Hotels with more than 20 employees.,news,Semiconductor Industry in India: Incentives and Key Players - India Briefing
P90,To give Industry Status to Hotels with more than 20 employees.,news,"Bangalore Metro map, route, stations and upcoming lines 2026 - housing.com"
P90,To give Industry Status to Hotels with more than 20 employees.,news,"Hotels, restaurants across India grapple with gas shortage as West Asia conflict prolongs - The Hindu"
P90,To give Industry Status to Hotels with more than 20 employees.,news,"Karnataka tech push: New IT policy rolled out; Rs 50,000 perk for firms moving talent beyond Bengaluru - The Times of India"
